genes,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149
g0,-0.751063204387,-0.510595526639,0.630213737343,0.661462062927,1.15630975005,1.2526712555,1.3686337318,1.55517282253,1.74642539862,1.76122747692,1.94982266841,1.96605444763,2.01693194358,2.01975367462,2.34995962864,2.36910838636,2.40397714844,2.82590478476,3.40080196553,4.46189492916,-1.68039285777,0.639824230199,2.30561753484,1.62761743293,-0.0332952025963,0.486199253593,1.18338721043,0.752786726328,0.780146213074,1.74636463147,0.656195657828,0.909565794199,-0.556991084291,0.457005854646,1.15378716298,0.804646891006,0.230840652807,0.498268146847,0.679568326525,0.500064596053,1.13958073789,0.102193537749,0.123878971154,0.404443386119,0.371977015075,1.33508492953,1.35870493382,-0.0769353434934,-1.18249286263,-0.331748901646,0.685978348569,-0.565255184887,0.0538654704301,0.342053663318,-0.200212668494,-0.252077982365,-0.0133526380057,-1.18574762567,-1.99150565545,-0.434922878183,0.939196202105,0.725839821082,0.990871301419,-0.631001399142,-2.03061758568,-1.21891531957,1.4787296113,1.38963630107,0.985005501323,2.29631184481,-0.517670198094,0.386689845663,0.0877762247573,1.33001942735,0.238873028806,1.15691663748,-0.0703023556473,-0.213550823388,-0.155639334629,0.288156668917,0.142183735133,0.180829595171,0.0426184504332,1.96864855097,-0.390306537066,-0.668169383998,0.509762523408,0.935476163468,3.05586000745,0.173538279127,1.34434522174,-0.0762095123494,0.338034644071,-0.438882396972,0.261286570601,2.47136854445,2.60340842754,1.43838666975,-0.189671332094,-1.52272752664,-0.341343589853,-0.239830643651,0.71463786501,0.0196834235616,-0.133662834531,0.630287526446,-0.338371925074,1.73164835618,0.312209419188,0.990914504704,0.245161918609,0.394293764971,-0.251992165037,-0.306892505883,-0.249143547588,0.503360531164,-0.778912335051,-0.581688046793,0.189740492946,0.127483651062,-0.29610726085,0.710572509462,-0.585567205245,-0.513675248864,0.267610592874,-1.93035998536,0.547570406337,-0.343715947141,-0.222991141534,-0.874919502092,-0.960869957719,0.0532288373711,-0.27966581325,0.208895830757,-1.8872963259,-0.459129181122,0.656970031364,2.36277854501,0.799347367681,-1.10242137311,0.172444635919,-0.787219912553,0.830039615758,0.501715630604,-0.24497514736,1.2537986323,-0.0952479399911,-0.608072969578,0.258512375299,0.981438627176
g1,0.386833989888,0.490599653345,1.1644030563,1.25335778757,1.55311527152,1.79371180622,1.80954261801,1.86674082679,2.04493355822,2.20838712842,2.45997580634,2.49384576054,2.77525511088,2.83847457598,2.94676728225,3.01699646898,3.14387468393,3.43792972508,3.4924091639,4.44564949103,-1.39999292475,1.20857159171,-0.593194567175,0.166749470224,0.794395355474,-0.0593241564093,0.341848617287,1.84914691982,0.387672903393,1.37444290551,0.145626435536,-0.252827147357,-0.61454081433,-0.0146454486571,0.415086326736,0.461762784004,-0.274277462524,0.672380088663,-0.298056660046,1.29069381966,-1.20326744588,-0.473751681103,-1.234006967,-1.0116843732,0.358689901966,-2.3731046564,-0.12633280131,-1.53613628171,0.887219684706,-1.29212516071,-0.76114030146,-0.219294030821,-2.39457153462,1.4634703159,0.324814571062,0.252599127368,-1.57469545446,0.457266417483,-1.23016509554,0.790010531408,0.619639927249,0.639829424449,-0.133528566035,1.14454375038,0.934302867565,1.6123567307,-2.4146558614,-1.18171937706,0.172607203047,0.573716047866,1.03310549205,-0.0905940024785,-0.979597573081,-0.802900321889,-1.1114259613,-0.770520780553,0.950380266845,0.362747704034,-1.55807788045,-1.13975269578,0.616827969213,0.882325230377,-0.455668463749,0.334640447097,-0.0728493115497,0.201697384052,-1.18184606302,-0.13203743407,1.0102560912,-0.309638847083,-1.49802315255,0.653872317779,-0.107168956953,-1.39566152097,0.570624052829,0.214143603943,-0.121872831435,1.85047539791,-1.46840713421,1.24288891061,1.09674413673,0.103248230024,-0.738478596876,-0.000516439045563,-0.346590904414,-0.0822672825028,-0.404230837428,-0.913934113012,-1.64516289425,-1.48869488043,0.504397459384,0.731026376249,-0.459731087297,-1.00730366356,0.495422529349,0.390955662836,0.249560809296,-1.02181806914,-0.48995630353,-0.774329458769,-0.613627212775,0.691641987108,0.650848312198,-1.05708668044,0.208981191036,-0.838470964162,-1.62597466648,-0.451382448527,0.385617566919,-1.31910100323,0.877787731129,0.0945087781185,-0.587054630957,-0.275844462715,-0.798625482339,1.73367042912,-1.51440922432,-0.151310938344,-1.29817638918,0.724226247436,0.0531553684575,2.01940431263,1.49199567678,-1.51858020416,-2.37147330287,1.90697143801,-0.862505685109,-2.19562323278,-0.773018443093,-1.19209203642
g2,-1.18089274623,0.706020691314,0.76988542915,1.165272351,1.17885038163,1.18331420338,1.59856017006,1.66018494303,1.78451800793,1.93861890342,1.97250861065,2.1534434827,2.3963185054,2.43374254792,2.44043294974,2.76959855261,3.19092698109,3.62074727937,3.73605638853,4.47198361553,-1.84372399903,0.353471769568,-1.28620594162,0.985057608889,-0.820055716811,1.78946758335,-1.03500993158,-0.157796048714,-0.310977413562,-0.904424481601,-0.969479966002,-0.665473749316,-0.689212561209,-0.740011766302,-0.791263649362,1.77353898156,-0.696013930659,-0.564387097577,1.87639734119,0.157374907455,-1.85632690206,-0.533671706492,-1.65103965607,0.415911699661,-0.08579828329,0.000804635767621,0.75848184358,0.612399497708,0.547481786642,-0.224578602393,-0.906346502942,0.986684814031,-2.91031392718,-0.00510421644793,-0.175073666247,-0.878751325476,-0.356400642666,0.433234086752,-0.0976579334544,1.45998899244,-0.821629211502,-0.993049085923,1.25277844741,0.560653374479,-1.06401238628,1.32393087285,-0.433773888668,-0.414418375158,0.22730185564,-0.268197046308,0.832274033466,-1.04989291806,0.0794531026635,0.164193156671,-0.0899200796792,0.115550752188,-0.129664689131,-2.45535711557,-0.476131442728,0.97507572521,-0.518451761089,-0.506667036821,0.647437870941,-0.598630661133,-2.27796924925,-1.31991681146,-0.676133886715,0.851571987316,-1.25739278601,-0.0942462170608,0.652562225732,-0.200086921226,0.259061844332,-0.646257521143,0.931123845309,-0.485478353592,1.89688049545,-2.00678444477,1.13743991331,0.439945319277,0.0363443297705,-0.662299684372,0.0054445169583,-0.0669084694468,-2.29983976073,-1.86801175908,2.1664121458,1.14917489531,-1.67368567373,-0.243730722276,-0.0772497299246,-0.540428520333,-0.894308989327,-0.759059523316,-0.427373942196,2.45812473021,-0.8157733853,-0.0688456038678,-1.24234939314,-0.0934264626069,0.352934276258,-1.65544787309,0.128748407035,0.819511579485,-0.314204159946,-0.89060567143,0.264089827197,-0.0317042786679,0.880103578891,-0.881106139155,0.433362044899,0.629521990609,0.0535674307309,0.755913066382,1.14566181305,-0.265779821363,0.530496017537,1.6077998232,1.00141058943,-0.978845849479,-0.665670739409,0.897225691366,1.58144860759,-1.35698834723,1.21210219704,0.441712441562,-0.205671980997,0.417779827748,-1.45806812194,-0.364838939389
g3,1.05898657514,1.29705115945,1.38520874052,1.48762925906,1.48918300947,1.57182678721,1.82385134508,1.82701253792,1.85995442377,2.19088352267,2.25953493426,2.4596291616,2.48290012547,2.48705475635,2.53517853086,2.55634130609,2.58978079612,2.62608334007,2.71432013023,3.63063211148,0.674036563631,0.594968012168,-0.234510160064,0.150886324891,1.19700004039,-0.911741763643,-0.559399555318,0.00657484193833,0.00618915879834,-0.689329975596,-0.436941598504,-1.49818676768,-0.916299723148,1.43426632672,0.780567150247,1.00113550056,0.203567724674,0.71788393068,-0.558420873758,-0.192530143281,-0.872367013402,-3.48402669038,2.23053082591,-1.79175274612,-0.540842574991,0.845025459687,1.17439243592,0.282685037203,-0.791318560827,-0.190617732428,0.558923271966,0.241587954961,0.508262447796,-0.663520929373,0.475994252016,-0.80093366756,-0.299059236413,-0.146187905166,0.590239452162,0.832313473418,-0.138823781577,-0.93155048668,-0.559663392543,0.269775240543,1.42451774083,-0.931127753568,-0.907832034847,0.314934589343,-1.38961986897,-0.908515712804,-0.380883081682,0.675933593182,-0.441547179348,-0.634691746396,0.744756745927,1.03319110697,-0.0860995544352,0.723893340117,1.16554738001,-0.91877492581,0.873289940737,-0.75321102236,-2.17012158446,-0.180685953386,0.258025920568,-0.948731139996,-0.521717426596,0.483644801845,0.717146837478,-0.374688762167,0.570125070663,1.12353904711,-0.148495316616,-0.41484268282,0.812220919431,1.30492097514,0.433790326896,-0.391724213965,-0.667566455381,-2.08583241112,-1.15221940867,0.920607376374,-1.68991554821,0.211382382686,0.468167554816,1.09691093229,-0.131388164671,-0.835396135841,1.35592344086,-0.348674139221,-0.398589290712,0.284715477405,0.279793409754,0.906563257092,-0.746440052172,-1.29949465948,-0.285216892329,-0.372292946303,-2.29439422595,-0.658971930469,-0.185220269029,0.0882762066801,0.767938733194,0.125477147784,0.766163388807,0.574612475496,-0.342104082508,-0.61735430951,1.63401148756,-1.20294028025,-1.14447924744,0.559539944576,-1.40204251288,-0.412032892507,-0.083713015256,0.177244601259,-0.210117690292,-0.135667916746,0.10644556595,-0.271591579629,0.00140156623441,1.63776344524,-0.156498985602,-0.467704533341,-1.48634283416,1.39488775894,-1.42715615099,0.263673733305,0.119688901438,1.0163931322
g4,-0.550677714713,0.301647735971,0.432961594737,0.556380559987,0.986833121569,0.989472361404,1.36771189272,1.50704528257,1.62166253871,1.68071990263,1.83574584945,1.86193912173,1.98252562615,2.17503232081,2.5411973672,2.60785014631,2.86443573545,2.89808249966,3.07401120043,3.19932866938,-0.536253522586,0.901471194171,1.82969279311,-0.376023698568,-1.25454699213,-0.632782552985,0.016139479244,-0.728783102033,-0.411952828528,-0.528004994335,-1.60553044555,1.3000808792,-0.00476287084222,-0.184816699315,0.356695754151,0.535675701233,-0.0574160130056,1.40925853656,-1.06570467287,0.650656353221,-0.0134409008868,0.147612363283,0.264885952201,-0.346656253957,-0.615986399537,0.241060231136,-1.40202142352,0.502371471323,-0.046573812738,0.0682688979635,-1.40528500599,0.626137630169,-1.31204435278,-0.946362188034,1.12780896589,-2.06320135335,-2.40985778918,1.05203827688,-0.207392819549,-0.42342951306,-0.694085043682,-0.785569824555,1.19167880178,0.992004024826,1.26448468461,0.944550648058,-1.34076057338,-2.27683999446,-0.12288545707,-0.813640968728,0.0970039847597,-0.576528753842,0.442382703728,-1.13631139615,0.200411306477,0.328875764763,1.11552284132,0.772333392803,-0.185990764772,-0.179662121287,0.0919019378752,1.45974398245,-1.23891753789,0.459418214208,-0.51066028196,-0.20376269032,-0.100825517555,1.27148569462,-0.518611173272,0.55191646066,-0.0906818194864,1.89874511516,0.937896497896,-0.627572379677,-0.164337165553,1.09012914472,0.103925020028,0.496591225469,-0.679867709124,-0.835571788594,0.946193603505,-0.140781770084,-1.17411850051,1.63790807874,-0.180568857698,0.764174014032,1.98675813361,0.371931074955,-0.348639789821,0.552297745479,-0.797291578949,-2.39170205498,-0.747832124234,-0.0722092713699,0.856435298414,0.888877760326,-1.45488144693,-0.756150664531,0.290367887137,0.372450685889,0.863253557928,-0.215121838387,-0.631466137068,1.43603932409,-0.71692133434,1.14171922612,1.65678520397,-0.580336321029,1.26556443062,-0.129767865816,-0.0277117887845,-0.681090529908,-0.356422075293,1.02644169577,0.292233278942,0.757607221545,0.331209529269,0.572324004943,0.235545374364,-0.822635211117,0.0977110399815,0.0522458816274,1.01886608984,-2.15429446211,-0.557624075875,-0.70262619536,-0.580064966585,-0.603043155648,1.14778434212,1.3543984981
g5,0.257979857629,0.525744573702,0.793593182799,1.28737957848,1.46716881621,1.73976904471,1.81360020132,1.84642285543,1.95958345611,2.45323908655,2.61933306964,2.64324817298,2.90121994498,2.96502767828,2.97709012912,3.07839954387,3.09806893958,3.25900585692,3.4640605514,5.29059759806,-0.522197789367,0.822834551796,0.260568405393,-0.0961730017871,1.25913197905,0.367424264151,0.505969713998,0.296902286207,0.602115036268,-0.524051972468,1.68493647851,0.551657388006,0.561120696385,-0.486673549677,1.09011349691,0.610123038476,-0.984831224477,-0.363310611694,-0.961465889468,0.00907763186304,1.08639906954,0.582450330716,0.920474751399,0.278083821868,-1.00848710973,0.817437656405,-0.504500957899,-1.53205682372,0.383729343064,2.32309696135,0.312930437809,0.209256849556,-1.77503264937,0.322726462577,1.06611249115,1.35063364589,0.317309218217,0.499480009725,0.359360217572,0.274027770135,-0.235913740009,-0.894171074387,-1.69699036638,2.9501433445,0.843699386255,-0.824668960355,-0.570132639779,1.28938628997,2.83089508386,-0.250751377207,0.00560239516837,0.045770163135,-0.153762015264,0.215998838467,0.0557329084751,0.231220326287,-0.351153040849,0.446250589997,-0.188581527915,-0.409068314276,0.157944842852,1.33851345376,-0.156730314018,0.346510202587,0.812180018297,-2.26457222236,-0.588035602598,-0.219486687563,-1.64321794379,0.13108918106,0.287939099857,-0.75829490011,1.01972421687,0.18183939372,0.0180882687789,-0.217132805155,0.838616884104,1.11151669168,0.90499860173,-1.60594536377,-0.465171526328,0.147230532539,0.118569751907,-1.14147521647,-2.08073656992,0.876160855784,-1.10273841039,-0.719242232554,-0.803317961157,0.772486324472,0.66545782788,0.737339386163,0.11072425422,-0.469546296996,0.489755209558,0.813540557063,-0.51618595013,1.05558765378,-0.462686266554,-0.586502841506,0.647152970782,-1.88779329496,0.142924379776,-1.49730892313,-0.678886606277,0.281694390995,1.05048396895,0.0965728210417,1.65377308288,-0.722530714541,0.808170763171,0.710251069907,0.318974521208,1.42965750647,-1.60772068072,-1.12051890008,-0.462560883603,0.810433504807,1.44434469202,0.782601225655,-0.0785096093838,-0.484346720433,0.836021359236,0.706000668176,-0.980284395476,-1.20991955046,1.02175959077,-0.344012395744,0.137761360492,0.359671122376
g6,-0.521577212574,0.776915621594,0.876708702287,0.913844325483,1.02055717814,1.21151146943,1.47583884976,1.50352119615,1.54763174842,1.59837260629,1.92240604774,2.0065548986,2.37203976868,2.52680279038,2.96986460473,3.08902842102,3.10346733551,3.38460365876,3.50406387388,3.59756410723,2.09155038912,-0.498605664438,0.660134426016,-0.00994639999736,0.827158592886,0.78542960976,-1.22932136472,0.988358731183,0.719381437635,0.131518845157,-0.0931942866853,0.498656601973,0.316060890519,0.118862157165,0.880582796772,-1.07396317667,0.687964292477,-0.92028209379,1.12476129462,0.223581040475,-0.470485716738,1.09239529236,0.979451032129,1.14113964507,-1.64836291281,1.07236067794,0.142791307993,-1.30812178244,-2.02955162182,0.36902929999,-0.125139009242,-0.686141384298,-0.710662921245,-1.14772844897,-0.0342460020298,-0.132360137508,-0.0126490826377,-0.46977791511,0.124860010581,-0.184590436813,0.710026778837,-0.398056247922,-0.398338487451,-0.750419062138,-0.549600952711,0.295848190656,1.54082240366,-0.349826316834,-0.488298815677,-0.3908272802,-0.191584342362,1.27671807617,1.18401374162,-0.91089735424,-0.44830708252,2.5074738832,0.879094076415,-0.0424901856557,-0.672619841319,2.17763929969,-0.0898965505081,-0.990789578521,-0.770522067318,-1.06121262851,-0.939906471668,1.76189017226,1.07431479473,0.195333837707,-0.101160296612,0.366056532867,-0.110426412484,0.682252521247,-1.03766328774,-0.876797267714,2.30826641784,0.245915818571,0.201010705057,0.88577920913,-1.29968383412,-0.543545579879,1.15811529602,-1.69093160592,-0.689055938558,0.984734971698,-0.0557828086081,-0.736565291528,0.701770473929,0.183482678496,-0.164032398099,1.21250021173,-0.245213605211,0.278058189455,-0.151447232192,-1.65192204102,0.750009666445,1.16190779272,-0.597967962066,2.02029343378,-1.05949830521,-0.354397920748,-0.365883913401,-0.573177949759,-1.65349426324,0.0777499187597,-0.975315517176,-0.286095372023,-0.536683484839,-0.954125410899,-0.91712036019,0.120800661784,0.232406991042,0.874109551099,-1.56460955173,-0.283774139722,-2.56149065742,1.64894525297,0.69068169058,0.301540499681,-0.396701198612,1.21238825019,-0.490475603236,-0.231711672784,0.671637605031,1.20175779981,1.5644886285,-0.291270881314,0.823585880231,-0.720024221381,0.0268324178145,0.396313393267
g7,-0.0493780953767,0.000404900847316,0.922007665782,1.15179683859,1.24470772782,1.3341417904,1.64053170752,1.725648686,1.90714009015,1.92393526725,2.30096249372,2.32353640401,2.49747757914,2.56304421588,2.6737438465,2.87702873953,3.15706974911,3.27009298071,3.51673462277,3.77130971253,-1.21224566972,-1.08584130626,-0.607071705211,-0.807112025853,0.831493203886,-1.03530546939,0.174214238906,0.519740735093,-0.35273883894,-2.74626254884,1.89560261149,0.152878206677,-0.304663250906,-1.01573247366,0.416269833447,1.03316890655,-0.158313919541,-0.69047583671,-1.16224011693,0.581870275113,1.76155494074,0.0761945260908,-0.0170609189814,-0.459535077581,-1.09255491014,0.0528270232555,0.986244144242,-1.41513933604,-0.627145103816,0.971766066191,1.37466304931,0.237313048062,2.10951254552,0.752479200842,-0.418303712256,0.0476484719251,-0.189805987417,-0.70192818918,0.81544310439,0.268292892321,0.583998602805,0.564522879816,-1.35343956955,-0.234801731057,-0.0082241188034,-0.333489459232,1.39932763389,-1.03021881489,0.794187713331,0.14018349379,-1.3518915052,-0.117541365349,1.09928858226,1.24306904843,-1.34323856956,0.791976403672,-0.111749209503,0.966044570476,0.375570396088,1.12776428851,-1.99172018207,-1.24494885126,-1.27390589894,-1.07887252394,0.390793483925,-0.922098899758,-1.46782741053,-1.16847997811,-1.48819050698,-3.0763966063,-0.531434864578,-0.783512763303,-0.509963278279,1.27278064748,1.30876599438,0.778427738645,1.37964282011,1.0673887509,-1.28295327599,0.0691650356681,0.939537143727,0.980270818323,0.781273297044,-0.52851335907,0.211851792673,1.12271153587,0.445050982955,-1.00594283666,-0.949980028668,-0.765882031817,0.306296807995,-0.254487960442,0.210689525489,-2.39694975029,-0.0746218010466,2.20789615031,0.554382095317,-0.731338999846,0.118927284338,-0.701639641103,0.607137265677,-2.50356114741,-0.045440345541,-0.276489853252,-0.442925063885,1.00879339149,-1.22172576327,-0.254221401129,1.58304352401,-0.439040819392,-0.485421688488,1.96183673101,1.65200389316,-0.209707546476,0.00551216497098,1.56843070545,-0.586800955946,-0.0828340236173,-1.82860042418,0.747767363913,-0.467638359732,-0.619204049225,-0.963680930208,2.90964661203,1.78057264405,0.258167129042,-0.6377670181,0.945243131511,0.129926768428,-1.23668941254
g8,0.554776240364,0.782137537247,0.88095337346,0.997486832828,1.12002313248,1.14281220899,1.43589459124,1.48385311306,1.55870926064,2.20174418752,2.21200247666,2.60489468257,2.62419188449,2.73817506512,3.2158089432,3.23106359755,3.23479059217,3.49747751514,3.76667997771,3.88130630542,-2.8117014554,-0.457064857834,-0.0527656737448,-0.791534951281,-0.936653761636,0.472698970103,0.863268080935,-1.28505890285,-0.272382939967,-0.130337045536,-0.60853914283,0.875813563268,-0.439148117658,0.363379082319,-0.347095754875,-0.638487556952,0.508518450784,0.338460851196,0.330881253753,1.34704334046,-0.224728247691,0.0750855816457,-0.620773860143,0.0989326439552,-1.13147181315,-0.392846682084,0.207346300054,-0.408850841054,-0.79965832039,-1.71976941988,-0.051453348932,-0.218818993955,0.611324228039,-0.512483213047,1.13983180677,1.03141366471,0.746789752807,-1.14122970752,-0.632514710217,-1.49000523206,-0.253539468942,0.426655336546,-0.273205400444,0.556630541454,0.499175723439,-0.220044076357,-0.358765202136,-0.398156592649,-0.372820444691,-1.0057399697,-1.06210158139,0.0831798677869,0.473817465228,-2.6160851628,0.34182607182,-2.586928108,-0.276963841074,0.491512376409,0.617817742386,0.0757177289429,-0.268743498894,-2.23833896294,-0.290192809288,-1.86731491744,0.765437998531,-1.07577083907,1.10443912052,0.583733231745,0.579511144585,0.250638997289,-0.0524720227789,1.44828829844,0.695163457234,1.90574930913,1.28929435795,-0.870904167735,-0.0233800697358,0.642684858919,0.357462442409,0.50563024951,0.101100704572,-0.571371777359,0.172130860317,0.627114592781,-0.237537092413,0.927150942861,0.661057324484,0.238096471328,0.147633554529,0.0606475697625,0.384385234287,-1.30755307639,-1.40910966324,0.876126490899,0.643107367462,1.39034358292,1.80917509077,-0.966398202898,-0.266421778297,-0.244960713866,-0.674938457983,-1.80533726674,-0.811765115895,-0.709937199148,0.07536877846,0.516750590341,-0.0539846189833,1.59749466667,-0.845316529643,0.198366015531,1.04562835183,1.09865436252,-0.00280400691234,-1.85763654202,-1.4541769358,-0.500928241152,-0.352753852744,0.726847399487,0.418739341081,0.424513178816,-0.773071361869,1.28717030129,0.0955289994983,0.749792111801,0.341271342072,-0.410532877932,-1.08641331764,1.56223280212,-0.955042920969,0.213284010107
g9,0.807543490648,1.37440300385,1.58218577924,1.70029776117,1.72728101243,1.75726139396,1.77527380059,1.80399492275,1.82176490495,1.88941776412,1.92391557896,2.30010634906,2.46556718369,2.50341013601,2.69347491711,2.69905605196,2.79899604426,2.83868410905,3.04199031988,3.29779563934,0.974974109942,-1.44106174474,0.874949123649,-0.654007649834,0.26539078245,-1.93195694464,-0.634192360576,-0.695830682909,-0.00445891232961,-0.200456808925,1.1197796424,0.410401075587,-1.02495738271,1.15661430196,1.38628561198,2.60842394296,-0.268577279596,-1.04183280188,1.71140116241,-0.107369778429,-0.826229311929,1.38158639162,0.0270129696709,0.264159716615,1.57727773512,-0.966428606321,-0.191787277547,1.13494160586,1.37313874254,-0.0218907114303,1.41950308784,-0.323578264965,1.08105402887,0.416377444357,0.768601232999,-0.976549615379,0.363942187669,0.277225563479,1.08273501647,-1.0065784009,-1.86183850378,0.895918292753,-0.377644931533,-0.669354568081,0.0332775861126,-0.701407677086,0.784206040486,-0.28065644291,1.39914956498,-2.47061273606,0.548271385191,0.673202125472,-0.15951770595,0.264145710347,-0.648120369061,0.576441377925,0.986487452907,0.582963655628,-0.0206535546505,0.979696708869,1.15676624212,1.28659775013,1.66775470984,0.861311839138,-1.4412459839,0.733191928909,0.574366128212,1.59066124324,-0.180006445898,0.969541493296,-0.179997628363,-1.06889268785,-1.15862166393,-0.342908793874,-0.396552948456,-0.633607268182,-0.805603004229,1.79694527926,-0.893119941889,1.14944946335,1.37664153407,0.50743332176,-0.408320005356,-1.56005662347,-0.0735524546686,0.808378106702,-1.07861295883,-0.480392872524,-0.359332374352,1.42726282638,0.603393223294,-0.087422892673,0.656362307804,-0.352371915225,-1.88913818837,1.72692954492,-0.736743330485,-1.50291633546,-0.311714948817,0.71151978209,-0.427163485428,-0.485940352685,0.349029680458,-0.456301770355,1.27405190357,0.13971703766,-0.748680799526,0.704405727749,-0.309341082699,0.277275702709,-2.22215118316,1.83553048852,-1.45582389281,-0.062930436302,-0.257794013731,0.00567045001814,-0.423463140098,-0.529643722314,-0.381864708152,1.9883292769,0.175171226626,0.811779713504,0.403011115765,-0.4716364328,0.215801987061,-0.18436432101,-1.68272429862,0.529054290896,-1.45509843541,-0.475749389563
